sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,mappingType,comment,createdBy,createdOn,assignedReviewer
OLTR-PRLS,Test Request : Prolactin level,0,,0.60,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362839,
ALLERGY20576NEMIS,Adverse reaction to Mesitran Mesh,0,,0.77,UNCHECKED,UNREVIEWED,,0,4319426,Adverse reaction to mescaline,EVENT,,,1613550362839,
OLTR-M306,Test Request : Vulvo-vaginal Swab - Chlamydia & GC,0,,0.46,UNCHECKED,UNREVIEWED,,0,4127408,Chlamydial vulvovaginitis,EVENT,,,1613550362839,
ALLERGY4644EMIS,Adverse reaction to Brufen Retard,0,,0.68,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362839,
ALLERGY1745NEMIS,Adverse reaction to Imodium Plus,0,,0.68,UNCHECKED,UNREVIEWED,,0,4097336,Imipramine adverse reaction,EVENT,,,1613550362839,
PC0952,Wound infected,0,,1.00,UNCHECKED,UNREVIEWED,,0,4297984,Local infection of wound,EVENT,,,1613550362839,
OLTR-NUOSM,Test Request : Urine Osmolality,0,,0.63,UNCHECKED,UNREVIEWED,,0,37398646,Urine osmolality,EVENT,,,1613550362839,
OLTR-VS1:VB::::RM,Test Request : Rubella IgM,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362839,
OLTR-ADS,Test Request : Air dried slide for BV,0,,0.45,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362839,
OLTR-MPEGY,Test Request : MRI Pelvis gynaecological,0,,0.69,UNCHECKED,UNREVIEWED,,0,44809631,Gynaecological MRI of pelvis,EVENT,,,1613550362839,
ALLERGY1307,Adverse reaction to Pivampicillin,0,,1.00,UNCHECKED,UNREVIEWED,,0,4096747,Pivampicillin adverse reaction,EVENT,,,1613550362839,
PC0964,Tests - general,0,,0.71,INVALID_TARGET,UNREVIEWED,,0,0,Unmapped,EVENT,Invalid existing target: 4158182,,0,
OLTR-PRNS,Test Request : Perineal Swab Culture,0,,0.61,UNCHECKED,UNREVIEWED,,0,37395540,Penile swab culture,EVENT,,,1613550362839,
ALLERGY2062,Adverse reaction to Bolvidon,0,,0.71,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362839,
OLTR-ADSP,Test Request : Sputum Culture,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362840,
ALLERGY1748,Adverse reaction to Wool,0,,0.72,UNCHECKED,UNREVIEWED,,0,4329183,Adverse reaction to whole blood,EVENT,,,1613550362840,
OLTR-MPEHB,Test Request : MRI Pelvis Hips,0,,0.52,UNCHECKED,UNREVIEWED,,0,4201351,MRI of pelvis and hip,EVENT,,,1613550362840,
OLTR-VS1:VB::::VG,Test Request : Varicella Zoster IgG,0,,0.63,UNCHECKED,UNREVIEWED,,0,37393075,Varicella zoster IgG level,EVENT,,,1613550362840,
OLTR-NUOSM:U,Test Request : Urine Osmolality,0,,0.63,UNCHECKED,UNREVIEWED,,0,37398646,Urine osmolality,EVENT,,,1613550362840,
PCNQBO1,Body mass index,0,,1.00,UNCHECKED,UNREVIEWED,,0,4245997,Body mass index,EVENT,,,1613550362840,
ALLERGY1,Adverse reaction to Gastro-Intestinal System Drugs,0,,0.64,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362840,
PCNQOE1,O/E - height,0,,1.00,UNCHECKED,UNREVIEWED,,0,4038395,O/E - height,EVENT,,,1613550362840,
PCNQOE3,O/E - weight,0,,1.00,UNCHECKED,UNREVIEWED,,0,4060333,O/E - weight,EVENT,,,1613550362840,
OLTR-M380A,Test Request : Gonorrhoea Culture - Endocervical Swab,0,,0.48,UNCHECKED,UNREVIEWED,,0,4112478,Endocervical swab,EVENT,,,1613550362840,
OLTR-MPELV,Test Request : MRI Pelvis,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362840,
OLTR-PRO,Test Request : Prolactin,0,,0.66,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362840,
ALLERGY4645HILLI,Adverse reaction to Comminuted Chicken Meat,0,,0.69,UNCHECKED,UNREVIEWED,,0,4297045,Comminuted chicken meat suspension,EVENT,,,1613550362840,
PCSQI37,High,0,,1.00,UNCHECKED,UNREVIEWED,,0,45876384,High,EVENT,,,1613550362840,
ALLERGY1308,Adverse reaction to Pivmecillinam,0,,1.00,UNCHECKED,UNREVIEWED,,0,4099136,Pivmecillinam adverse reaction,EVENT,,,1613550362840,
OLTR-VS1:VB::::VM,Test Request : Varicella Zoster IgM,0,,0.63,UNCHECKED,UNREVIEWED,,0,37393238,Varicella zoster IgM level,EVENT,,,1613550362840,
ALLERGY2068,Adverse reaction to Brevinor,0,,0.79,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362840,
OLTR-AEA,Test Request : Coeliac Screen (IgA TTG Ab - ECT),0,,0.37,UNCHECKED,UNREVIEWED,,0,3041414,Tissue transglutaminase Ab [Presence] in Serum,EVENT,,,1613550362840,
OLTR-NUPCR,Test Request : Urine Protein/Creat ratio,0,,0.69,UNCHECKED,UNREVIEWED,,0,37398786,Urine protein/creatinine ratio,EVENT,,,1613550362840,
ALLERGY17487NEMIS,Adverse reaction to Voltarol Emulgel P,0,,0.58,UNCHECKED,UNREVIEWED,,0,4164413,Vitamin A adverse reaction,EVENT,,,1613550362840,
ALLERGY1.1,Adverse reaction to Antacids,0,,0.80,UNCHECKED,UNREVIEWED,,0,432506,Antacid adverse reaction,EVENT,,,1613550362840,
PCSQI95,Advice and information,0,,0.81,UNCHECKED,UNREVIEWED,,0,4072095,Recommendation to read information,EVENT,,,1613550362840,
OLTR-VS2,Test Request : EBV serology,0,,0.60,UNCHECKED,UNREVIEWED,,0,4084799,Epstein-Barr virus serologic test,EVENT,,,1613550362840,
OLTR-MPELVC,Test Request : MRI Pelvis with contrast,0,,0.65,UNCHECKED,UNREVIEWED,,0,4161393,MRI of pelvis with contrast,EVENT,,,1613550362841,
OLTR-M3A,Test Request : IgE to ASPERGILLUS FUMIGATUS,0,,0.68,UNCHECKED,UNREVIEWED,,0,36310591,Aspergillus fumigatus,EVENT,,,1613550362841,
OLTR-AECGTBT,Test Request : Ambulatory ECG,0,,0.69,UNCHECKED,UNREVIEWED,,0,4065278,Ambulatory ECG,EVENT,,,1613550362841,
OLTR-VS2:VB::::CMG,Test Request : CMV IgG,0,,0.52,UNCHECKED,UNREVIEWED,,0,3017918,Cytomegalovirus IgG Ab [Titer] in Serum or Plasma,EVENT,,,1613550362841,
OLTR-PRO2,"Test Request : Profile (Renal, Liver, Bone)",0,,0.44,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
ALLERGY13084NEMIS,Adverse reaction to Escitalopram,0,,0.80,UNCHECKED,UNREVIEWED,,0,4097486,Citalopram adverse reaction,EVENT,,,1613550362841,
ALLERGY465,Adverse reaction to Codeine Phosphate,0,,0.86,UNCHECKED,UNREVIEWED,,0,4095380,Codeine adverse reaction,EVENT,,,1613550362841,
ALLERGY2069,Adverse reaction to Bricanyl,0,,0.79,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362841,
OLTR-NUPCR:U,Test Request : Urine Protein/Creat ratio,0,,0.69,UNCHECKED,UNREVIEWED,,0,37398786,Urine protein/creatinine ratio,EVENT,,,1613550362841,
OLTR-VS2:VB::::CMGA,Test Request : CMV IgG Avidity,0,,0.60,UNCHECKED,UNREVIEWED,,0,21492711,Cytomegalovirus IgG Ab avidity [Presence] in Serum or Plasma by Immunoassay,EVENT,,,1613550362841,
OLTR-AEND,Test Request : Anti Endomysial,0,,0.61,UNCHECKED,UNREVIEWED,,0,4040741,Endomysial antibody,EVENT,,,1613550362841,
OLTR-M3S,Test Request : Ulcers & sores (Diabetic),0,,0.41,UNCHECKED,UNREVIEWED,,0,46272633,Diabetic ulcer care,EVENT,,,1613550362841,
PCSQI97,Other structured intervention,0,,0.71,UNCHECKED,UNREVIEWED,,0,46237380,Other Structures,EVENT,,,1613550362841,
OLTR-NUPREG,Test Request : Pregnancy Test,0,,0.79,UNCHECKED,UNREVIEWED,,0,4041876,Urine pregnancy test requested,EVENT,,,1613550362841,
OLTR-MPEN,Test Request : Penile Swab Routine Culture,0,,0.62,UNCHECKED,UNREVIEWED,,0,37395540,Penile swab culture,EVENT,,,1613550362841,
OLTR-VS2:VB::::CMM,Test Request : CMV IgM,0,,0.51,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
OLTR-PRO3,Test Request : Procollagen type III,0,,0.60,UNCHECKED,UNREVIEWED,,0,43531847,collagen type I,EVENT,,,1613550362841,
ALLERGY20723NEMIS,Adverse reaction to Honey,0,,0.78,UNCHECKED,UNREVIEWED,,0,4162171,Heparin adverse reaction,EVENT,,,1613550362841,
ALLERGY4653EMIS,Adverse reaction to Lamisil,0,,0.76,UNCHECKED,UNREVIEWED,,0,4317379,Adverse reaction to lobeline,EVENT,,,1613550362841,
ALLERGY1749,Adverse reaction to Wool Fat And Paraffin Basis,0,,0.66,UNCHECKED,UNREVIEWED,,0,4098391,Paraffin adverse reaction,EVENT,,,1613550362841,
OLTR-NURA,Test Request : Urate,0,,0.68,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
"OLTR-VS2:VB::::CMM,CMG",Test Request : CMV,0,,0.43,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
ALLERGY13086NEMIS,Adverse reaction to Escitalopram,0,,0.80,UNCHECKED,UNREVIEWED,,0,4097486,Citalopram adverse reaction,EVENT,,,1613550362841,
OLTR-AENS,Test Request : Anti-ENA Antibody Screen,0,,0.55,UNCHECKED,UNREVIEWED,,0,4133657,Extractable nuclear antigen antibody screening test,EVENT,,,1613550362841,
OLTR-MPENS,Test Request : MRI Penis,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
OLTR-M4,Test Request : Bone Profile,0,,0.61,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
OLTR-NURA:B,Test Request : Urate,0,,0.68,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
OLTR-PROB,Test Request : Prostate Biopsy,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
ALLERGY1.2,Adverse reaction to Antispasmodics And Other Drugs Altering Gut Motility,0,,0.57,UNCHECKED,UNREVIEWED,,0,4097184,Antispasmodic adverse reaction,EVENT,,,1613550362841,
OLTR-NUTM,Test Request : Nutmeg,0,,0.59,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
OLTR-VS2:VB::::EB,Test Request : Epstein Barr Virus (EBV),0,,0.48,UNCHECKED,UNREVIEWED,,0,4221378,Human herpesvirus 4,EVENT,,,1613550362841,
OLTR-MPEST,Test Request : MRI Pelvis Prostate,0,,0.50,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
OLTR-M5,Test Request : Cardiac profile,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
ALLERGY17495NEMIS,Adverse reaction to Benadryl Allergy,0,,0.64,UNCHECKED,UNREVIEWED,,0,4097661,Orphenadrine adverse reaction,EVENT,,,1613550362841,
ALLERGY2073,Adverse reaction to Brietal Sodium,0,,0.74,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362841,
ALLERGY13087NEMIS,Adverse reaction to Cipralex,0,,0.77,UNCHECKED,UNREVIEWED,,0,4097335,Clomipramine adverse reaction,EVENT,,,1613550362841,
OLTR-AER,Test Request : Albumin Excretion Rate,0,,0.72,UNCHECKED,UNREVIEWED,,0,37392194,Albumin excretion rate,EVENT,,,1613550362841,
OLTR-NUTS,Test Request : RAST Nut mix,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362841,
ALLERGY4654EMIS,Adverse reaction to Terbinafine Hydrochloride,0,,0.77,UNCHECKED,UNREVIEWED,,0,4096111,Terbinafine adverse reaction,EVENT,,,1613550362841,
OLTR-PROBNP,Test Request : proBNP (Pro B - Natriuretic Peptide),0,,0.40,UNCHECKED,UNREVIEWED,,0,37398574,Brain natriuretic peptide level,EVENT,,,1613550362841,
OLTR-MPF,Test request : Malaria Screen,0,,0.58,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362842,
PNC-SHHAPT,[SHHAPT] Partner notification related attendance - chlamydia,0,,0.43,UNCHECKED,UNREVIEWED,,0,44804646,Initiation of partner notification,EVENT,,,1613550362842,
OLTR-M6,Test Request : Cholesterol/Triglycerides,0,,0.68,UNCHECKED,UNREVIEWED,,0,4159131,Dyslipidemia,EVENT,,,1613550362842,
ALLERGY1.3,Adverse reaction to Ulcer Healing Drugs,0,,0.84,UNCHECKED,UNREVIEWED,,0,4097056,Ulcer healing drug adverse reaction,EVENT,,,1613550362842,
OLTR-NUTS22,Test Request : Sp.IgE to mixed nuts (22),0,,0.49,UNCHECKED,UNREVIEWED,,0,4026309,Mixed nuts,EVENT,,,1613550362842,
OLTR-VS2:VB::::HSV1,"HSV2,Test Request : Herpes Simplex Specific Immunity Screen",0,,0.31,UNCHECKED,UNREVIEWED,,0,3025899,Herpes simplex virus Ag [Presence] in Unspecified specimen by Immunoassay,EVENT,,,1613550362842,
ALLERGY2078,Adverse reaction to Brolene,0,,0.88,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362843,
ALLERGY17502NEMIS,Adverse reaction to Tetracaine,0,,1.00,UNCHECKED,UNREVIEWED,,0,4317096,Adverse reaction to tetracaine,EVENT,,,1613550362843,
ALLERGY4656EMIS,Adverse reaction to Filgrastim,0,,0.86,UNCHECKED,UNREVIEWED,,0,4097198,Filgrastim adverse reaction,EVENT,,,1613550362843,
OLTR-MPG,Test Request : MUMPS Immunity Screen,0,,0.56,UNCHECKED,UNREVIEWED,,0,4153367,Mumps immune,EVENT,,,1613550362843,
OLTR-PROC,Test Request : 24 Hr Urine Protein Output,0,,0.67,UNCHECKED,UNREVIEWED,,0,37393366,24 hour urine protein output,EVENT,,,1613550362843,
OLTR-VS2:VB::::MUG,Test Request : Mumps IgG,0,,0.55,UNCHECKED,UNREVIEWED,,0,46272161,Mumps virus IgG,EVENT,,,1613550362843,
OLTR-AERO,Test Request : Aeroallergen Allergy Panel & Total IgE,0,,0.22,UNCHECKED,UNREVIEWED,,0,3048257,"Respiratory allergen panel, US - Inland northwest a - Serum",EVENT,,,1613550362843,
OLTR-M605,Test Request : Tissue - Direct Microscopy,0,,0.60,UNCHECKED,UNREVIEWED,,0,37392226,Direct microscopy,EVENT,,,1613550362843,
ALLERGY131,Adverse reaction to Amitriptyline Hydrochloride,0,,0.79,UNCHECKED,UNREVIEWED,,0,4097334,Amitriptyline adverse reaction,EVENT,,,1613550362843,
OLTR-NUTX,Test request : Nut Mix-specific IgE,0,,0.49,UNCHECKED,UNREVIEWED,,0,4303002,Pine nut specific immunoglobulin E,EVENT,,,1613550362843,
OLTR-MPITF,Test Request : MRI Pituitary,0,,0.50,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362843,
OLTR-VS2:VB::::MUM,Test Request : Mumps IgM,0,,0.54,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362843,
OLTR-M617,Test Request : Wound Swab,0,,0.62,UNCHECKED,UNREVIEWED,,0,4120347,Wound swab,EVENT,,,1613550362843,
ALLERGY1.3.1,Adverse reaction to H2-Receptor Blocking Drugs,0,,0.57,UNCHECKED,UNREVIEWED,,0,439578,Adverse reaction to ganglion blocking drug,EVENT,,,1613550362843,
ALLERGY46574NEMIS,Adverse reaction to Monofer,0,,0.79,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362843,
OLTR-NVAL2,Test Request : Valproate,0,,0.60,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362843,
OLTR-AEW,Test Request : Sp.IgE - Egg White [16.88],0,,0.38,UNCHECKED,UNREVIEWED,,0,4103922,Egg white,EVENT,,,1613550362843,
ALLERGY208,Adverse reaction to Benzocaine,0,,0.89,UNCHECKED,UNREVIEWED,,0,4098971,Benzocaine adverse reaction,EVENT,,,1613550362843,
ALLERGY17509NEMIS,Adverse reaction to Amoxicillin,0,,1.00,UNCHECKED,UNREVIEWED,,0,4100008,Amoxycillin adverse reaction,EVENT,,,1613550362843,
OLTR-PROCI,Test Request : Protein:creatinine ratio urine,0,,0.74,UNCHECKED,UNREVIEWED,,0,37392637,Random urine protein:creatinine ratio,EVENT,,,1613550362843,
OLTR-VS2:VB::::TO,Test Request : Toxoplasma,0,,0.61,UNCHECKED,UNREVIEWED,,0,4264459,Toxoplasma,EVENT,,,1613550362843,
ALLERGY1310,Adverse reaction to Pizotifen,0,,0.70,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550362843,
PNH-SHHAPT,[SHHAPT] Partner notification related attendance - HIV,0,,0.45,UNCHECKED,UNREVIEWED,,0,44804646,Initiation of partner notification,EVENT,,,1613550362843,
OLTR-NVAL2:B,Test Request : Valproate,0,,0.60,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362843,
OLTR-MPITFC,Test Request : MR PITUITARY FOSSA ENHANCED,0,,0.58,UNCHECKED,UNREVIEWED,,0,4174391,Structure of pituitary fossa,EVENT,,,1613550362843,
OLTR-AEY,Test Request : Sp.IgE - Egg Yolk [16.88],0,,0.45,UNCHECKED,UNREVIEWED,,0,4103921,Egg yolk,EVENT,,,1613550362843,
OLTR-M660,Test Request : Sputum for Respiratory Culture,0,,0.54,UNCHECKED,UNREVIEWED,,0,3025099,Bacteria identified in Sputum by Respiratory culture,EVENT,,,1613550362844,
RAFAURI8,Right TM Intact,0,,0.45,UNCHECKED,UNREVIEWED,,0,4008238,Structure of right thigh,EVENT,,,1613550362844,
ALLERGY2083,Adverse reaction to Broxil,0,,0.86,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362844,
OLTR-NVITD,Test Request : Vitamin D,0,,0.63,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
OLTR-VSABDO,Test Request : Vague Symptoms Abdo Pain,0,,0.60,UNCHECKED,UNREVIEWED,,0,4093850,Illness: Cannot describe symptoms,EVENT,,,1613550362844,
ALLERGY46585NEMIS,Adverse reaction to Cutiplast Steril,0,,0.69,UNCHECKED,UNREVIEWED,,0,4172193,Adverse reaction to antiplatelet agent,EVENT,,,1613550362844,
OLTR-PROCOL,Test Request : Pro-collagen peptide type 3,0,,0.64,UNCHECKED,UNREVIEWED,,0,46273248,Procollagen peptide type 3,EVENT,,,1613550362844,
RAFTBAD2,Administrative,0,,1.00,UNCHECKED,UNREVIEWED,,0,45882852,Administrative,EVENT,,,1613550362844,
ALLERGY1.3.2,Adverse reaction to Selective Anticholinergics,0,,0.77,UNCHECKED,UNREVIEWED,,0,4097654,Anticholinergic adverse reaction,EVENT,,,1613550362844,
OLTR-AF2,Test Request : SPECIFIC IGE TO MILK,0,,0.56,UNCHECKED,UNREVIEWED,,0,4300601,Milk specific immunoglobulin E,EVENT,,,1613550362844,
ALLERGY13105NEMIS,Adverse reaction to Stearic acid,0,,0.75,UNCHECKED,UNREVIEWED,,0,4096728,Boric acid adverse reaction,EVENT,,,1613550362844,
OLTR-NVITD:B,Test Request : Vitamin D,0,,0.63,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
OLTR-MPL,Test Request : Malaria Parasite Screen,0,,0.60,UNCHECKED,UNREVIEWED,,0,37398558,Malarial parasite screening test,EVENT,,,1613550362844,
ALLERGY1752,Adverse reaction to Xylometazoline Hydrochloride,0,,0.74,UNCHECKED,UNREVIEWED,,0,4097646,Xylometazoline adverse reaction,EVENT,,,1613550362844,
OLTR-M6A,Test Request : IgE to ALTERNARIA ALTERNATA,0,,0.55,UNCHECKED,UNREVIEWED,,0,4280575,Alternaria alternata,EVENT,,,1613550362844,
ALLERGY2084,Adverse reaction to Brufen,0,,0.73,UNCHECKED,UNREVIEWED,,0,4329313,Adverse reaction to bromide,EVENT,,,1613550362844,
OLTR-AFB,Test request : Sputum TB,0,,0.54,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
OLTR-NZN,Test Request : Zinc,0,,0.61,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
OLTR-VSAF,Test Request : Haemoglobinopathy screen (g),0,,0.66,UNCHECKED,UNREVIEWED,,0,4118981,Hemoglobin variant test,EVENT,,,1613550362844,
OLTR-MPLA,Test Request : Mycoplasma IgM,0,,0.54,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
OLTR-M7,Test Request : Ear (Right),0,,0.56,UNCHECKED,UNREVIEWED,,0,21498868,Monocular (right),EVENT,,,1613550362844,
ALLERGY46593NEMIS,Adverse reaction to Mepore Film + Pad,0,,0.57,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362844,
OLTR-NZN:B,Test Request : Zinc,0,,0.61,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
OLTR-PROF,"Test Request : Biochem Profile (U&E, LFT, Bone, eGFR)*",0,,0.28,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
OLTR-AFB {SPU},Test Request : Sputum (TB Culture),0,,0.42,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362844,
ALLERGY1.3.6,Adverse reaction to Proton Pump Inhibitors,0,,0.92,UNCHECKED,UNREVIEWED,,0,4096280,Proton pump inhibitor adverse reaction,EVENT,,,1613550362844,
REF2-SHHAPT,[SHHAPT] Referred to GUM (level 3) sexual health services,0,,0.45,UNCHECKED,UNREVIEWED,,0,35609817,Referred by online sexual health service,EVENT,,,1613550362844,
ALLERGY1315,Adverse reaction to Podophyllin,0,,0.78,UNCHECKED,UNREVIEWED,,0,4097793,Podophyllum resin adverse reaction,EVENT,,,1613550362844,
OLTR-VSC,Test Request : Other Serology (GP),0,,0.45,UNCHECKED,UNREVIEWED,,0,4013835,Hematology test requested,EVENT,,,1613550362844,
ALLERGY2086,Adverse reaction to Buccastem,0,,0.70,UNCHECKED,UNREVIEWED,,0,4216483,Adverse reaction to bupropion,EVENT,,,1613550362844,
ALLERGY17524NEMIS,Adverse reaction to Beclometasone,0,,0.89,UNCHECKED,UNREVIEWED,,0,4096899,Beclomethasone adverse reaction,EVENT,,,1613550362844,
SG2-SHHAPT,[SHHAPT] Shigella sonnei,0,,0.58,UNCHECKED,UNREVIEWED,,0,44814422,Shigella sonnei,EVENT,,,1613550362844,
OLTR-M704,Test Request : Clostridium Difficile,0,,0.69,UNCHECKED,UNREVIEWED,,0,4244400,Clostridioides difficile,EVENT,,,1613550362844,
OLTR-PROG,Test Request : Progesterone,0,,0.62,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362845,
OLTR-N_CHF_R,Test Request : Heart Failure Support Nurse (RLH),0,,0.42,UNCHECKED,UNREVIEWED,,0,4220752,Referral to heart failure nurse,EVENT,,,1613550362845,
OLTR-VSC:BL,Test Request : LAB USE,0,,0.58,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362845,
OLTR-MPLAS,Test Request : Mycoplasma Pneumoniae Culture,0,,0.68,UNCHECKED,UNREVIEWED,,0,440431,Mycoplasma pneumonia,EVENT,,,1613550362845,
ALLERGY465NEMIS,Adverse reaction to Rofecoxib,0,,0.67,UNCHECKED,UNREVIEWED,,0,4097050,Fenoprofen adverse reaction,EVENT,,,1613550362845,
ALLERGY1.6,Adverse reaction to Laxatives,0,,0.84,UNCHECKED,UNREVIEWED,,0,443348,Laxative adverse reaction,EVENT,,,1613550362845,
OLTR-AFBC,"Test Request : AFB Culture (Sputa, Fluids & Tissues)",0,,0.34,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362845,
OLTR-M713,Test Request : Norovirus,0,,0.59,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362845,
OLTR-PROG1,Test Request : Progesterone,0,,0.62,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362845,
OLTR-MPMS,Test Request : MRSA culture,0,,0.51,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362845,
ALLERGY13177NEMIS,Adverse reaction to Ethyl-2-cyanoacrylate,0,,0.83,UNCHECKED,UNREVIEWED,,0,4213972,Ethyl-2-cyanoacrylate,EVENT,,,1613550362845,
SG3-SHHAPT,[SHHAPT] Shigella other/ unspecified,0,,0.31,UNCHECKED,UNREVIEWED,,0,44803219,Other operations on unspecified organ,EVENT,,,1613550362846,
OLTR-Nail Clippings,Test Request : Nail clipping (M&C),0,,0.35,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362846,
ALLERGY20868NEMIS,Adverse reaction to Trangina Xl,0,,0.64,UNCHECKED,UNREVIEWED,,0,4095668,Triazolam adverse reaction,EVENT,,,1613550362846,
OLTR-AFBTB,Test Request : M AFB (TB) MCS,0,,0.43,UNCHECKED,UNREVIEWED,,0,432541,Primary tuberculosis,EVENT,,,1613550362846,
OLTR-PROGC,Test Request : Progesterone,0,,0.62,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362846,
ALLERGY17552NEMIS,Adverse reaction to Bendroflumethiazide,0,,0.91,UNCHECKED,UNREVIEWED,,0,4162902,Bendroflumethiazide adverse reaction,EVENT,,,1613550362846,
OLTR-M721,Test Request : Faeces Microscopy,0,,0.57,UNCHECKED,UNREVIEWED,,0,4098205,Electron microscopy of feces,EVENT,,,1613550362846,
T1-SHHAPT,[SHHAPT] Chlamydia test,0,,0.50,UNCHECKED,UNREVIEWED,,0,45877278,Chlamydia,EVENT,,,1613550362846,
ALLERGY466,Adverse reaction to Colchicine,0,,0.90,UNCHECKED,UNREVIEWED,,0,4099586,Colchicine adverse reaction,EVENT,,,1613550362846,
OLTR-MPO,Test Request : Anti MPO antibodies,0,,0.50,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362846,
OLTR-VSER,Test Request : Respiratory Viral Screen (Serology),0,,0.41,UNCHECKED,UNREVIEWED,,0,4013835,Hematology test requested,EVENT,,,1613550362846,
OLTR-PROGES,Test Request : Progesterone*,0,,0.47,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362846,
ALLERGY1319,Adverse reaction to Pollinex,0,,0.81,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550362846,
ALLERGY20870NEMIS,Adverse reaction to Enzira,0,,0.74,UNCHECKED,UNREVIEWED,,0,4095514,"Ether, anesthetic adverse reaction",EVENT,,,1613550362846,
OLTR-M724,Test Request : Faeces Culture,0,,0.68,UNCHECKED,UNREVIEWED,,0,37392597,Faeces culture,EVENT,,,1613550362846,
OLTR-AFBU,Test Request : AFB Early morning urine,0,,0.59,UNCHECKED,UNREVIEWED,,0,4119531,Early morning urine sample,EVENT,,,1613550362846,
