sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
XaIaP,Serum galactose-1-phosphate level,0,,0.0,UNCHECKED,37398661,
XaJm9,LDH isoenzymes,0,,0.0,UNCHECKED,37393796,
XaJmA,Lipid fractionation,0,,0.0,UNCHECKED,37393065,
XaJmN,Plasma catecholamine level,0,,0.0,UNCHECKED,37397995,
XaJmS,Plasma organic acids,0,,0.0,UNCHECKED,37393797,
XaJoh,Serum long chain fatty acid level,0,,0.0,UNCHECKED,37398575,
XS9al,"Protein S, antigenic assay",0,,0.0,UNCHECKED,37399583,
XaJqE,Bilirubin profile,0,,0.0,UNCHECKED,37393798,
XSKIT,Glycosaminoglycans measurement,0,,0.0,UNCHECKED,37393572,
XaKbI,Apolipoprotein E profile,0,,0.0,UNCHECKED,37398650,
XSJlQ,Amylase isoenzyme level,0,,0.0,UNCHECKED,37398414,
XSFAP,Therapeutic drug monitoring assay,0,,0.0,UNCHECKED,37398592,
Xaesb,White cell enzyme studies,0,,0.0,UNCHECKED,37395419,
XaJoj,White cell and plasma lysosomal enzyme levels,0,,0.0,UNCHECKED,37393799,
XaJoq,Blood sphingomyelinase level,0,,0.0,UNCHECKED,37398981,
XaJol,Blood B-glucuronidase level,0,,0.0,UNCHECKED,37393047,
XaJom,Blood B-glucosidase level,0,,0.0,UNCHECKED,37393800,
XaJon,Blood B-galactocerebrosidase level,0,,0.0,UNCHECKED,37393801,
XaJoo,Blood B-galactosidase level,0,,0.0,UNCHECKED,37397996,
XaJow,Blood arylsulphatase level,0,,0.0,UNCHECKED,37393066,
XaJox,Blood acetyl galactosaminidase level,0,,0.0,UNCHECKED,37399320,
XaJoy,Blood A-mannosidase level,0,,0.0,UNCHECKED,37397773,
XaJoz,Blood A-galactosidase level,0,,0.0,UNCHECKED,37397997,
XaJp0,Blood A-fucosidase level,0,,0.0,UNCHECKED,37393802,
XaJp1,Blood acid esterase level,0,,0.0,UNCHECKED,37399217,
XaJp4,Plasma 4-methylumberlliferyl-beta-D-N-acetylglucosamine-6-sulphate level,0,,0.0,UNCHECKED,37399623,
X76ve,Adenosine deaminase level,0,,0.0,UNCHECKED,37392315,
XacL6,Whole blood adenosine deaminase activity,0,,0.0,UNCHECKED,37392982,
XaeyQ,Peritoneal dialysis fluid adenosine deaminase level,0,,0.0,UNCHECKED,37395534,
XaeyR,Peritoneal fluid adenosine deaminase level,0,,0.0,UNCHECKED,37395535,
XaeyS,Pleural fluid adenosine deaminase level,0,,0.0,UNCHECKED,37399731,
XaK7L,45 minute serum GH level,0,,0.0,UNCHECKED,37393300,
XaX3z,45 minute plasma GH level,0,,0.0,UNCHECKED,37399251,
XaX4a,45 minute plasma cortisol level,0,,0.0,UNCHECKED,37399155,
XaX4b,45 minute serum cortisol level,0,,0.0,UNCHECKED,37392635,
XaWMJ,Phosphate tubular reabsorption rate,0,,0.0,UNCHECKED,37393666,
X77YZ,Ammonium chloride acidification test,0,,0.0,UNCHECKED,37399260,
XaJCj,Amylase clearance,0,,0.0,UNCHECKED,37392555,
X77Yd,Water deprivation test,0,,0.0,UNCHECKED,37397998,
XaJoZ,Urate clearance test,0,,0.0,UNCHECKED,37393805,
XaMDA,Glomerular filtration rate calculated by abbreviated Modification of Diet in Renal Disease Study Group calculation adjusted for African American origin,0,,0.0,UNCHECKED,37399046,
XaX4B,Tubular maximal reabsorption of phosphate/glomerular filtration rate calculation,0,,0.0,UNCHECKED,37398529,
XabmE,Acute kidney injury warning stage,0,,0.0,UNCHECKED,37392737,
XacUJ,Estimated glomerular filtration rate using cystatin C Chronic Kidney Disease Epidemiology Collaboration equation per 1.73 square metres,0,,0.0,UNCHECKED,37393012,
XaJA9,Part 1 Schilling test,0,,0.0,UNCHECKED,37392352,
XaJAA,Part 2 Schilling test,0,,0.0,UNCHECKED,37398495,
XaLBp,Schilling ratio part2:part1,0,,0.0,UNCHECKED,37394132,
XE2qB,Serum pancreozymin level,0,,0.0,UNCHECKED,37393361,
XaEOg,Plasma xylose level,0,,0.0,UNCHECKED,37394222,
XE25n,Insulin tolerance test,0,,0.0,UNCHECKED,37393365,
XaIpy,Endocrine studies,0,,0.0,UNCHECKED,37393260,
X77XZ,Short tetracosactide test,0,,0.0,UNCHECKED,37393261,
X77X4,Corticotrophin releasing hormone test,0,,0.0,UNCHECKED,37398489,
X77YA,Glucagon stimulation test,0,,0.0,UNCHECKED,37392291,
XaIcC,Urine clinitest,0,,0.0,UNCHECKED,37393774,
XaENw,24 hour urine protein output,0,,0.0,UNCHECKED,37393366,
XaEMt,Urine collagen level,0,,0.0,UNCHECKED,37399261,
XaERW,Urine myoglobin level,0,,0.0,UNCHECKED,37393367,
XaIb0,Urine methaemalbumin level,0,,0.0,UNCHECKED,37393775,
XaJJZ,Urine beta 2 microglobulin level,0,,0.0,UNCHECKED,37392556,
XaJbr,24 hour urine paraprotein output,0,,0.0,UNCHECKED,37393280,
XaKbN,Random urine protein level,0,,0.0,UNCHECKED,37393020,
XE2sI,Urine dipstick for ketones,0,,0.0,UNCHECKED,37394121,
XaBFN,Urine blood test,0,,0.0,UNCHECKED,37398642,
XE2ay,Urine dipstick for blood,0,,0.0,UNCHECKED,37394351,
XE2sJ,Urine dipstick for pH,0,,0.0,UNCHECKED,37398730,
XaJNK,Urinary pneumococcal antigen test,0,,0.0,UNCHECKED,37399234,
XaIym,Urine microscopy: yeasts,0,,0.0,UNCHECKED,37398183,
XE2mw,24 hour urine volume,0,,0.0,UNCHECKED,4191836,
XE25s,Urine free testosterone level,0,,0.0,UNCHECKED,37393312,
XE25t,Urine free cortisol level,0,,0.0,UNCHECKED,37393785,
XaIce,Urine dehydroepiandrosterone sulphate level,0,,0.0,UNCHECKED,37393776,
XaIa0,24 hour urine androstenedione output,0,,0.0,UNCHECKED,37393777,
XaIaZ,Urine cortisol level,0,,0.0,UNCHECKED,37398662,
XaIxc,Urinary cortisol analysis,0,,0.0,UNCHECKED,37398395,
XaJOm,Urine 18-hydroxycortisol level,0,,0.0,UNCHECKED,37393169,
XE25u,Urine oestriol 24 hour assay,0,,0.0,UNCHECKED,37393637,
XE25v,Urine free testosterone 24 hour assay,0,,0.0,UNCHECKED,37398644,
XE25w,Urine 24 hour free cortisol output,0,,0.0,UNCHECKED,37394391,
XE25x,Urine non-sex hormone levels,0,,0.0,UNCHECKED,37394245,
XE2qD,Urine adrenalin level,0,,0.0,UNCHECKED,37398499,
XE2qE,Urine noradrenaline level,0,,0.0,UNCHECKED,37392367,
XE2qF,Urine dopamine level,0,,0.0,UNCHECKED,37392368,
XE2qH,Urine VMA level,0,,0.0,UNCHECKED,37393642,
XE2qI,Urine HVA level,0,,0.0,UNCHECKED,37399316,
XaETv,24 hour urine free adrenaline output,0,,0.0,UNCHECKED,37393643,
XaETx,24 hour urine free dopamine output,0,,0.0,UNCHECKED,37399298,
XaETw,24 hour urine free noradrenaline output,0,,0.0,UNCHECKED,37393644,
XaENI,24 hour urine noradrenaline output,0,,0.0,UNCHECKED,37398645,
Xa86T,Urine catecholamine test,0,,0.0,UNCHECKED,37393645,
XaEU1,Urine free adrenaline level,0,,0.0,UNCHECKED,37393646,
XaEU2,Urine free dopamine level,0,,0.0,UNCHECKED,37393647,
XaEPo,Urine free noradrenaline level,0,,0.0,UNCHECKED,37393648,
XaIRT,24 hour urine metadrenaline output,0,,0.0,UNCHECKED,37393778,
XaIRU,24 hour urine normetadrenaline output,0,,0.0,UNCHECKED,37393779,
XaIRu,Urine normetadrenaline level,0,,0.0,UNCHECKED,37398663,
XaIRv,Urine growth hormone level,0,,0.0,UNCHECKED,37393780,
XaIRw,Urine homovanillic acid/creatinine ratio,0,,0.0,UNCHECKED,37393781,
XaIRx,Urine cortisol/creatinine ratio,0,,0.0,UNCHECKED,37393782,
XaIU8,Urine metadrenaline/creatinine ratio,0,,0.0,UNCHECKED,37393783,
XaIU7,Urine normetadrenaline/creatinine ratio,0,,0.0,UNCHECKED,37398664,
XaIdI,Urine metadrenaline level,0,,0.0,UNCHECKED,37393784,
XaIdG,24 hour urine aldosterone output,0,,0.0,UNCHECKED,37399317,
XaIp1,Urine cortisol precursor level,0,,0.0,UNCHECKED,37393263,
XaIp2,Urine cortisol derivative level,0,,0.0,UNCHECKED,37398600,
XaJk0,Urine free catecholamine level,0,,0.0,UNCHECKED,37399624,
XaJoY,24 hr urine VMA output,0,,0.0,UNCHECKED,37393820,
XaLFN,Tetrahydro-11-deoxycortisol excretion,0,,0.0,UNCHECKED,37393535,
XaLEQ,24 hour tetrahydrocortisol excretion,0,,0.0,UNCHECKED,37393534,
XaLGw,Random urine 11 oxo-pregnanetriol level,0,,0.0,UNCHECKED,37393545,
XaLGx,11B-OH aetiocholanolone level,0,,0.0,UNCHECKED,37393553,
XaLEf,Tetrahydrocorticosterone concentration,0,,0.0,UNCHECKED,37394130,
XabGk,Plasma tetrahydrocorticosterone concentration,0,,0.0,UNCHECKED,37398492,
XabGl,Urine tetrahydrocorticosterone concentration,0,,0.0,UNCHECKED,37392301,
XaLEg,24 hour tetrahydrocorticosterone excretion,0,,0.0,UNCHECKED,37393527,
XaLFM,24 hour tetrahydro-11-deoxycortisol excretion,0,,0.0,UNCHECKED,37393445,
XaLEP,Tetrahydrocortisol excretion,0,,0.0,UNCHECKED,37393543,
XaLGv,24 hour 11 oxo-pregnanetriol level,0,,0.0,UNCHECKED,37393546,
XaMo5,24 hour urine tetrahydrocortisone measurement,0,,0.0,UNCHECKED,37398141,
XaMqi,Urine tetrahydrocortisone level,0,,0.0,UNCHECKED,37398148,
XaMqj,Urine tetrahydrocortisone excretion per measured volume,0,,0.0,UNCHECKED,37392258,
XE2qJ,Urine electrolyte levels,0,,0.0,UNCHECKED,37392369,
XE2qK,Urine potassium level,0,,0.0,UNCHECKED,37392370,
XE2qL,Urine sodium level,0,,0.0,UNCHECKED,37398500,
XE2qM,Urine urate level,0,,0.0,UNCHECKED,37392371,
XE2qN,Urine urea level,0,,0.0,UNCHECKED,37392372,
XE2qQ,Urine inorganic phosphate level,0,,0.0,UNCHECKED,37398501,
XE2qR,Urine random osmolality,0,,0.0,UNCHECKED,37394246,
XM14f,Urine osmolality,0,,0.0,UNCHECKED,37398646,
XaEMK,24 hour urine calcium output,0,,0.0,UNCHECKED,37393649,
XaENu,24 hour urine creatinine output,0,,0.0,UNCHECKED,37393650,
XaEPG,24 hour urine magnesium output,0,,0.0,UNCHECKED,37393651,
XaETZ,24 hour urine oxalate output,0,,0.0,UNCHECKED,37398647,
XaETP,24 hour urine phosphate output,0,,0.0,UNCHECKED,37399299,
XaEP0,24 hour urine potassium output,0,,0.0,UNCHECKED,37393652,
XaEPW,24 hour urine sodium output,0,,0.0,UNCHECKED,37393653,
XaEP4,24 hour urine urate output,0,,0.0,UNCHECKED,37393654,
XaENv,24 hour urine urea output,0,,0.0,UNCHECKED,37398648,
XaEMA,Urine chloride level,0,,0.0,UNCHECKED,37393655,
XaIvW,24 hour urine electrolytes,0,,0.0,UNCHECKED,37397906,
X773C,Fractional excretion of sodium,0,,0.0,UNCHECKED,37392557,
XaJOf,Fractional excretion of potassium,0,,0.0,UNCHECKED,37392907,
XaJiw,24 hour urine chloride output,0,,0.0,UNCHECKED,37393371,
XaJnB,Urine bicarbonate level,0,,0.0,UNCHECKED,37393821,
XaZmQ,Fractional excretion of phosphate,0,,0.0,UNCHECKED,37392444,
XE2eH,Urine total protein level,0,,0.0,UNCHECKED,37399120,
X77YO,24 hour urine protein excretion test,0,,0.0,UNCHECKED,37394215,
XaEMU,24 hour urine albumin output,0,,0.0,UNCHECKED,37393656,
XaIz7,Urine protein/creatinine index,0,,0.0,UNCHECKED,37394367,
XaJmI,Urine microalbumin profile,0,,0.0,UNCHECKED,37398007,
XaJqc,Urine retinol binding protein level,0,,0.0,UNCHECKED,37393822,
XaJqd,Retinol binding protein excretion,0,,0.0,UNCHECKED,37398008,
XaJqe,Retinol binding protein creatinine ratio,0,,0.0,UNCHECKED,37399262,
XE2qS,Urine: Bence Jones' protein level,0,,0.0,UNCHECKED,37393313,
XaJf6,Urine kappa light chain level,0,,0.0,UNCHECKED,37399323,
XaJf7,Urine lambda light chain level,0,,0.0,UNCHECKED,37393037,
XaJfr,Urine light chain level,0,,0.0,UNCHECKED,37393823,
XE2qT,Urine magnesium level,0,,0.0,UNCHECKED,37393834,
XE2qU,Urine copper level,0,,0.0,UNCHECKED,37393657,
XE2qV,Urine lithium level,0,,0.0,UNCHECKED,37398316,
Xab22,Urine lithium concentration,0,,0.0,UNCHECKED,37398316,
XE2qW,Urine calcium level,0,,0.0,UNCHECKED,37392376,
XE2qX,Urine mercury level,0,,0.0,UNCHECKED,37392377,
XE2eJ,Urine iron level,0,,0.0,UNCHECKED,37398649,
XE2eK,Urine zinc level,0,,0.0,UNCHECKED,37393658,
XaETO,24 hour urine copper output,0,,0.0,UNCHECKED,37393659,
XaEMy,24 hour urine iron output,0,,0.0,UNCHECKED,37393660,
XaENy,24 hour urine mercury output,0,,0.0,UNCHECKED,37393661,
XaEMj,Urine lead level,0,,0.0,UNCHECKED,37399300,
XaIZv,Urine nickel level,0,,0.0,UNCHECKED,37399691,
XaIbt,Urine nickel:creatinine ratio,0,,0.0,UNCHECKED,37398665,
XaIcX,Urine cadmium level,0,,0.0,UNCHECKED,37393786,
XaK7R,Urine thallium level,0,,0.0,UNCHECKED,37398491,
Xab8P,Urine cobalt level,0,,0.0,UNCHECKED,37392134,
XE2qz,Urine ethanol level,0,,0.0,UNCHECKED,37393662,
XE25y,Urine paracetamol level,0,,0.0,UNCHECKED,37392428,
Xab3A,Urine paracetamol concentration,0,,0.0,UNCHECKED,37392428,
XE25z,Urine imipramine level,0,,0.0,UNCHECKED,37394081,
Xab2r,Urine imipramine concentration,0,,0.0,UNCHECKED,37392424,
XE260,Urine amfetamine level,0,,0.0,UNCHECKED,37394347,
Xab2R,Urine amphetamine concentration,0,,0.0,UNCHECKED,37392420,
XE261,Urine paraquat level,0,,0.0,UNCHECKED,37398504,
Xab3B,Urine paraquat concentration,0,,0.0,UNCHECKED,37398504,
XE262,Urine phenothiazine level,0,,0.0,UNCHECKED,37393663,
XE2my,Urine benzodiazepine level,0,,0.0,UNCHECKED,37394156,
Xab2T,Urine benzodiazepine concentration,0,,0.0,UNCHECKED,37392421,
XE2mz,Urine barbiturate level,0,,0.0,UNCHECKED,37392908,
XE2n0,Urine cocaine level,0,,0.0,UNCHECKED,37394157,
Xab2Z,Urine cocaine concentration,0,,0.0,UNCHECKED,37392422,
XE2n1,Urine methadone level,0,,0.0,UNCHECKED,37394158,
Xab2v,Urine methadone concentration,0,,0.0,UNCHECKED,37398503,
XE2n2,Urine morphine level,0,,0.0,UNCHECKED,37394159,
Xab32,Urine morphine concentration,0,,0.0,UNCHECKED,37392426,
XaCFE,Urine opiates screening,0,,0.0,UNCHECKED,37393347,
XaCFF,Urine cannabinoids screening,0,,0.0,UNCHECKED,37394356,
XaCLc,Urine cocaine metabolite screening,0,,0.0,UNCHECKED,37393835,
XaDvV,Urine codeine level,0,,0.0,UNCHECKED,37393664,
XaDvW,Urine dihydrocodeine level,0,,0.0,UNCHECKED,37393665,
XaDvX,Urine opiate level,0,,0.0,UNCHECKED,37399303,
XaDvY,Urine cannabinoid level,0,,0.0,UNCHECKED,37394357,
Xab3c,Urine tetrahydrocannabinolic acid concentration,0,,0.0,UNCHECKED,37399126,
XaEP3,Urine methylenedioxyamfetamine level,0,,0.0,UNCHECKED,37393841,
XaELm,"Urine 3,4-methylenedioxyethamfetamine level",0,,0.0,UNCHECKED,37393842,
XaEU7,Urine methylenedioxymethamfetamine level,0,,0.0,UNCHECKED,37398672,
XaENj,Urine metamfetamine level,0,,0.0,UNCHECKED,37399326,
XaELn,Urine pseudoephedrine level,0,,0.0,UNCHECKED,37393843,
XaIZq,Urine bisacodyl level,0,,0.0,UNCHECKED,37393787,
XaIZr,Urine cyclizine level,0,,0.0,UNCHECKED,37393953,
XaIbo,Urine dantron level,0,,0.0,UNCHECKED,37393954,
XaIbp,Urine dextropropoxyphene level,0,,0.0,UNCHECKED,37393955,
XaIZs,Urine EDDP level,0,,0.0,UNCHECKED,37393956,
XaIbq,Urine diamorphine level,0,,0.0,UNCHECKED,37393957,
XaIbr,Urine D-Lysergic acid level,0,,0.0,UNCHECKED,37398683,
XaIbs,Urine methylamfetamine level,0,,0.0,UNCHECKED,37393958,
XaIbu,Urine phencyclidine level,0,,0.0,UNCHECKED,37393959,
XaIbL,Urine salicylate level,0,,0.0,UNCHECKED,37398684,
XaIb1,Urine monoacetyl morphine level,0,,0.0,UNCHECKED,37393960,
XaIoZ,Urine methadone metabolite level,0,,0.0,UNCHECKED,37399246,
XaIs9,Urine bisacodyl metabolites level,0,,0.0,UNCHECKED,37393264,
XaIxp,Urine flunitrazepam level,0,,0.0,UNCHECKED,37398402,
XaIoh,Urine tricyclic drug screen,0,,0.0,UNCHECKED,37393265,
XaIxt,Urine diazepam level,0,,0.0,UNCHECKED,37398184,
XaIxu,Urine methaqualone level,0,,0.0,UNCHECKED,37398393,
XaIxv,Urine morphine metabolite level,0,,0.0,UNCHECKED,37398185,
XaIxy,Urine nitrazepam level,0,,0.0,UNCHECKED,37398378,
XaIxz,Urine temazepam level,0,,0.0,UNCHECKED,37398379,
XaIy5,Urine oxazepam level,0,,0.0,UNCHECKED,37398403,
XaJ29,Urine ephedrine level,0,,0.0,UNCHECKED,37392359,
XaJ2o,Urine buprenorphine level,0,,0.0,UNCHECKED,37392354,
XaJJW,Urine ethambutol level,0,,0.0,UNCHECKED,37398520,
XaJJX,Urine rifampicin level,0,,0.0,UNCHECKED,37392558,
XaJk6,Urine ketamine level,0,,0.0,UNCHECKED,37393824,
XaJk7,Urine pholcodine level,0,,0.0,UNCHECKED,37393391,
XaJqA,Urine isoniazid level,0,,0.0,UNCHECKED,37398614,
XaVzB,Urine norbuprenorphine level,0,,0.0,UNCHECKED,37392439,
XE263,Urine porphyrin levels,0,,0.0,UNCHECKED,37392910,
XE264,Urine porphobilinogen level,0,,0.0,UNCHECKED,37393844,
XE265,Urine bilirubin level,0,,0.0,UNCHECKED,37392911,
XE266,Urine urobilin level,0,,0.0,UNCHECKED,37393845,
XE267,Urine urobilinogen level,0,,0.0,UNCHECKED,37392912,
XaIRS,24 hour urine porphyrin output,0,,0.0,UNCHECKED,37398685,
XaIa3,24 hour urine porphobilinogen output,0,,0.0,UNCHECKED,37399694,
XaIr3,Urine bile pigment level,0,,0.0,UNCHECKED,37398601,
XaJk2,Urine heptaporphyrin concentration,0,,0.0,UNCHECKED,37393372,
XaJk3,Urine hexaporphyrin excretion,0,,0.0,UNCHECKED,37394224,
XabDz,Urine 24 hour hexaporphyrin output,0,,0.0,UNCHECKED,37398313,
XaJk4,Urine hexaporphyrin level,0,,0.0,UNCHECKED,37393825,
XaJk8,Urine pentaporphyrin concentration,0,,0.0,UNCHECKED,37393826,
XaJk9,Urine pentaporphyrin excretion,0,,0.0,UNCHECKED,37394225,
XabDv,Urine 24 hour pentaporphyrin output,0,,0.0,UNCHECKED,37398314,
XaawI,Urine porphyrin profile,0,,0.0,UNCHECKED,37392430,
XaEPn,Urine reducing substance level,0,,0.0,UNCHECKED,37393949,
XE2eL,Urine galactose level,0,,0.0,UNCHECKED,37393919,
XE2eM,Urine fructose level,0,,0.0,UNCHECKED,37393920,
XE2eN,Urine sucrose level,0,,0.0,UNCHECKED,37393921,
XE2eO,Urine lactose level,0,,0.0,UNCHECKED,37393922,
XE2eP,Urine xylose level,0,,0.0,UNCHECKED,37398702,
XaIvF,Urine maltose level,0,,0.0,UNCHECKED,37398071,
XE2eQ,Urine oxalate level,0,,0.0,UNCHECKED,37392913,
XE2eR,Urine cysteine level,0,,0.0,UNCHECKED,37393923,
XE2eS,Urine mucopolysaccharide levels,0,,0.0,UNCHECKED,37398670,
XE2qZ,Urine organic acid levels,0,,0.0,UNCHECKED,37393836,
XE269,Urine amino acid levels,0,,0.0,UNCHECKED,37393837,
XE2qa,Urine amylase level,0,,0.0,UNCHECKED,37392914,
XE2eT,Urine hydroxyproline level,0,,0.0,UNCHECKED,37393924,
XE2qb,Urine 5-OH indole acetic acid level,0,,0.0,UNCHECKED,37399197,
XE2qc,Urinary haemosiderin level,0,,0.0,UNCHECKED,37393925,
XE2n4,Urine microalbumin/creatinine ratio,0,,0.0,UNCHECKED,37398777,
XaERe,24 hour urine 5-hydroxyindole acetic acid output,0,,0.0,UNCHECKED,37393927,
XaENx,24 hour urine adrenaline output,0,,0.0,UNCHECKED,37399693,
XaEMh,24 hour urine amylase output,0,,0.0,UNCHECKED,37393928,
XaETJ,24 hour urine catecholamine output,0,,0.0,UNCHECKED,37393929,
XaELo,24 hour urine citrate output,0,,0.0,UNCHECKED,37393930,
XaEMi,24 hour urine cortisol output,0,,0.0,UNCHECKED,37393931,
XaEMI,24 hour urine cystine output,0,,0.0,UNCHECKED,37393932,
XaEPH,24 hour urine dopamine output,0,,0.0,UNCHECKED,37393933,
XaEOE,Urine N-methyl histamine level,0,,0.0,UNCHECKED,37393934,
XaEOQ,Urine alanine level,0,,0.0,UNCHECKED,37393935,
XaEMk,Urine arsenic level,0,,0.0,UNCHECKED,37393936,
XaEO9,Urine citrate level,0,,0.0,UNCHECKED,37393937,
XaEOA,Urine coproporphyrin level,0,,0.0,UNCHECKED,37399343,
XaEQs,Urine cotinine level,0,,0.0,UNCHECKED,37393938,
XaEPZ,Urine cystine level,0,,0.0,UNCHECKED,37393939,
XaEOn,Urine ferrous chloride level,0,,0.0,UNCHECKED,37399697,
XaEOC,Urine homocystine level,0,,0.0,UNCHECKED,37393940,
XaEPf,Urine melanin level,0,,0.0,UNCHECKED,37393941,
XaEPq,Urine oligosaccharide level,0,,0.0,UNCHECKED,37393942,
XaENG,Urine sulphite level,0,,0.0,UNCHECKED,37393943,
XaEON,Urine uroporphyrin level,0,,0.0,UNCHECKED,37393944,
XaEOB,Urine vitamin B2 level,0,,0.0,UNCHECKED,37394361,
XaEP9,Urine vitamin C level,0,,0.0,UNCHECKED,37393945,
XaEU8,Urine vitamin B1 level,0,,0.0,UNCHECKED,37398773,
XaIZb,Urine galactitol level,0,,0.0,UNCHECKED,37393961,
XaIbl,Urine N-telopeptide cross links,0,,0.0,UNCHECKED,37393962,
XaIZt,Urine ketoacid level,0,,0.0,UNCHECKED,37398754,
XaIZw,Urine orotic acid level,0,,0.0,UNCHECKED,37393963,
XaIZx,Urine phenolphthalein level,0,,0.0,UNCHECKED,37393964,
XaIbv,Urine propionic acid level,0,,0.0,UNCHECKED,37393965,
XaIcD,Urine rhein level,0,,0.0,UNCHECKED,37393966,
XaIZy,Urine xanthine level,0,,0.0,UNCHECKED,37393967,
XaIan,Urine delta aminolaevulinic acid level,0,,0.0,UNCHECKED,37398686,
XaIrh,Urine indican level,0,,0.0,UNCHECKED,37393266,
XaJ2m,Urine methylmalonic acid level,0,,0.0,UNCHECKED,37392355,
XaJNS,Urine deoxypyridinoline level,0,,0.0,UNCHECKED,37399196,
XaJjx,Urine nitrogen level,0,,0.0,UNCHECKED,37393827,
XaJkA,Urine glycine level,0,,0.0,UNCHECKED,37398610,
XaJkB,Urine histidine level,0,,0.0,UNCHECKED,37393828,
XaJkC,Urine isoleucine level,0,,0.0,UNCHECKED,37393038,
XaJkD,Urine leucine level,0,,0.0,UNCHECKED,37399324,
XaJkE,Urine lysine level,0,,0.0,UNCHECKED,37393994,
XaJkF,Urine methionine level,0,,0.0,UNCHECKED,37393387,
XaJkG,Urine ornithine level,0,,0.0,UNCHECKED,37393373,
XaJkH,Urine phenylalanine level,0,,0.0,UNCHECKED,37393995,
XaJkI,Urine proline level,0,,0.0,UNCHECKED,37393996,
XaJkJ,Urine serine level,0,,0.0,UNCHECKED,37393039,
X773D,Microalbumin excretion rate,0,,0.0,UNCHECKED,37398322,
Xa977,Urine dipstick for nitrite,0,,0.0,UNCHECKED,37393968,
XaEMD,Urine DNPH level,0,,0.0,UNCHECKED,37394362,
XaJJP,Urine homocystine/cystine screening test,0,,0.0,UNCHECKED,37392559,
XaOc1,Urine homocysteine level,0,,0.0,UNCHECKED,37398284,
XaEU6,Urine sugar chromatography,0,,0.0,UNCHECKED,37393948,
XaIRR,24 hour urine homovanillic acid output,0,,0.0,UNCHECKED,37393969,
XaIU6,Urine deoxypyridinoline/creatinine ratio,0,,0.0,UNCHECKED,37392152,
XaIaK,24 hour urine homovanillylmandelic acid output,0,,0.0,UNCHECKED,37398755,
XaIa1,24 hour urine arsenic output,0,,0.0,UNCHECKED,37398687,
XaIa2,24 hour urine nickel output,0,,0.0,UNCHECKED,37393970,
XaIcE,24 hour urine lead output,0,,0.0,UNCHECKED,37393971,
XaIaL,24 hour urine delta aminolaevulinic acid output,0,,0.0,UNCHECKED,37393972,
XaImv,24 hour urine 3-methoxytyramine output,0,,0.0,UNCHECKED,37393268,
XaJOc,24 hour Bence-Jones screening test,0,,0.0,UNCHECKED,37392891,
XaXmZ,24 hour urine manganese output,0,,0.0,UNCHECKED,37392296,
XaIf2,Urine leucocyte test,0,,0.0,UNCHECKED,37393269,
XaImw,Urine 3-methoxytyramine/creatinine ratio,0,,0.0,UNCHECKED,37393270,
XaIyd,Pancreolauryl T/K ratio,0,,0.0,UNCHECKED,37394355,
XabAb,Urine pancreolauryl T/K ratio,0,,0.0,UNCHECKED,37392161,
XaJ9A,Urine oxalate/creatinine ratio,0,,0.0,UNCHECKED,37392353,
XaJDg,Urine noradrenaline/creatinine ratio,0,,0.0,UNCHECKED,37399118,
XaJp3,Urine calcium/creatinine ratio,0,,0.0,UNCHECKED,37397999,
Xaau7,Urine histidine:creatinine ratio,0,,0.0,UNCHECKED,37392130,
Xaau8,Urine cystine:creatinine ratio,0,,0.0,UNCHECKED,37392129,
Xaau9,Urine arginine:creatinine ratio,0,,0.0,UNCHECKED,37392128,
XaauA,Urine methylmalonic acid:creatinine ratio,0,,0.0,UNCHECKED,37392127,
XaauB,Urine glycine:creatinine ratio,0,,0.0,UNCHECKED,37392126,
XaauC,Urine isoleucine:creatinine ratio,0,,0.0,UNCHECKED,37392125,
XaauD,Urine glutamine:creatinine ratio,0,,0.0,UNCHECKED,37392124,
XaauE,Urine homocystine:creatinine ratio,0,,0.0,UNCHECKED,37392123,
XaauF,Urine lysine:creatinine ratio,0,,0.0,UNCHECKED,37392122,
XaauG,Urine methionine:creatinine ratio,0,,0.0,UNCHECKED,37392121,
XaauH,Urine ornithine:creatinine ratio,0,,0.0,UNCHECKED,37392120,
XaauI,Urine phenylalanine:creatinine ratio,0,,0.0,UNCHECKED,37392119,
XaauJ,Urine taurine:creatinine ratio,0,,0.0,UNCHECKED,37392118,
XaauK,Urine threonine:creatinine ratio,0,,0.0,UNCHECKED,37398455,
XaauL,Urine tryptophan:creatinine ratio,0,,0.0,UNCHECKED,37392117,
XaauM,Urine tyrosine:creatinine ratio,0,,0.0,UNCHECKED,37398454,
XaauN,Urine valine:creatinine ratio,0,,0.0,UNCHECKED,37398453,
XaauO,Urine alanine:creatinine ratio,0,,0.0,UNCHECKED,37398452,
XaauP,Urine aspartate:creatinine ratio,0,,0.0,UNCHECKED,37398451,
XaauQ,Urine homocysteine:creatinine ratio,0,,0.0,UNCHECKED,37398450,
Xaawg,Urine leucine:creatinine ratio,0,,0.0,UNCHECKED,37398449,
Xab3N,Urine catecholamine:creatinine ratio,0,,0.0,UNCHECKED,37398448,
Xab31,Urine adrenaline:creatinine ratio,0,,0.0,UNCHECKED,37398447,
Xab2y,Urine 5-hydroxyindoleacetic acid:creatinine ratio,0,,0.0,UNCHECKED,37398446,
Xab35,Urine dopamine:creatinine ratio,0,,0.0,UNCHECKED,37398445,
