field_id,field_name,type_name,encoding_name,unit_name,category_name,strata_name,stability_name,n_values,item_count,num_participants,n_visits,n_indices,notes
30714,C-reactive protein correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,486406,469856,2,1,The reason for applying a correction to the C-reactive protein assay result.
30715,C-reactive protein missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,25018,24941,2,1,The reason that a C-reactive protein assay result is missing.
30716,C-reactive protein reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,486849,470262,2,1,The reportability of aC-reactive protein assay result. Absence of a value here means that a result has not been attempted.
30720,Cystatin C,Continuous,NOT-ENCODED,mg/L,Blood biochemistry,Primary,Accruing,,487423,470816,2,1,Measured by latex enhanced immunoturbidimetric analysis on a Siemens ADVIA 1800
30721,Cystatin C assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492109,474733,2,1,The date on which the Cystatin C assay was carried out.
30722,Cystatin C aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491887,474523,2,1,The aliquout used for the Cystatin C assay.
30723,Cystatin C correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487423,470816,2,1,The type of post-measurement correction applied to the Cystatin C assay result.
30724,Cystatin C correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487423,470816,2,1,The reason for applying a correction to the Cystatin C assay result.
30725,Cystatin C missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24001,23927,2,1,The reason that a Cystatin C assay result is missing.
30726,Cystatin C reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487438,470831,2,1,The reportability of aCystatin C assay result. Absence of a value here means that a result has not been attempted.
30730,Gamma glutamyltransferase,Continuous,NOT-ENCODED,U/L,Blood biochemistry,Primary,Accruing,,487206,470603,2,1,Measured by IFCC analysis on a Beckman Coulter AU5800
30731,Gamma glutamyltransferase assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492098,474714,2,1,The date on which the Gamma glutamyltransferase assay was carried out.
30732,Gamma glutamyltransferase aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491877,474505,2,1,The aliquout used for the Gamma glutamyltransferase assay.
30733,Gamma glutamyltransferase correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487206,470603,2,1,The type of post-measurement correction applied to the Gamma glutamyltransferase assay result.
30734,Gamma glutamyltransferase correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487206,470603,2,1,The reason for applying a correction to the Gamma glutamyltransferase assay result.
30735,Gamma glutamyltransferase missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24218,24145,2,1,The reason that a Gamma glutamyltransferase assay result is missing.
30736,Gamma glutamyltransferase reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487301,470697,2,1,The reportability of aGamma glutamyltransferase assay result. Absence of a value here means that a result has not been attempted.
30740,Glucose,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,445253,431843,2,1,Measured by hexokinase analysis on a Beckman Coulter AU5800
30741,Glucose assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491499,474145,2,1,The date on which the Glucose assay was carried out.
30742,Glucose aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491278,473936,2,1,The aliquout used for the Glucose assay.
30743,Glucose correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,445253,431843,2,1,The type of post-measurement correction applied to the Glucose assay result.
30744,Glucose correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,445253,431843,2,1,The reason for applying a correction to the Glucose assay result.
30745,Glucose missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,66171,65704,2,1,The reason that a Glucose assay result is missing.
30746,Glucose reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,445261,431851,2,1,The reportability of aGlucose assay result. Absence of a value here means that a result has not been attempted.
30750,Glycated haemoglobin (HbA1c),Continuous,NOT-ENCODED,mmol/mol,Blood biochemistry,Primary,Accruing,,480773,467911,2,1,Measured by HPLC analysis on a Bio-Rad VARIANT II Turbo
30751,Glycated haemoglobin (HbA1c) assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,497018,483345,2,1,The date on which the Glycated haemoglobin (HbA1c) assay was carried out.
30753,Glycated haemoglobin (HbA1c) correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,480773,467911,2,1,The type of post-measurement correction applied to the Glycated haemoglobin (HbA1c) assay result.
30754,Glycated haemoglobin (HbA1c) correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,480773,467911,2,1,The reason for applying a correction to the Glycated haemoglobin (HbA1c) assay result.
30755,Glycated haemoglobin (HbA1c) missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,30651,30398,2,1,The reason that a Glycated haemoglobin (HbA1c) assay result is missing.
30756,Glycated haemoglobin (HbA1c) reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,480973,468106,2,1,The reportability of aGlycated haemoglobin (HbA1c) assay result. Absence of a value here means that a result has not been attempted.
30760,HDL cholesterol,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,445563,432134,2,1,Measured by enzyme immunoinhibition analysis on a Beckman Coulter AU5800
30761,HDL cholesterol assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492031,474651,2,1,The date on which the HDL cholesterol assay was carried out.
30762,HDL cholesterol aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491810,474442,2,1,The aliquout used for the HDL cholesterol assay.
30763,HDL cholesterol correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,445563,432134,2,1,The type of post-measurement correction applied to the HDL cholesterol assay result.
30764,HDL cholesterol correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,445563,432134,2,1,The reason for applying a correction to the HDL cholesterol assay result.
30765,HDL cholesterol missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,65861,65391,2,1,The reason that a HDL cholesterol assay result is missing.
30766,HDL cholesterol reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,445569,432140,2,1,The reportability of aHDL cholesterol assay result. Absence of a value here means that a result has not been attempted.
30770,IGF-1,Continuous,NOT-ENCODED,nmol/L,Blood biochemistry,Primary,Accruing,,484740,468384,2,1,Measured by CLIA analysis on a DiaSorin Ltd. LIASON XL
30771,IGF-1 assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,489412,472293,2,1,The date on which the IGF-1 assay was carried out.
30772,IGF-1 aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,489190,472082,2,1,The aliquout used for the IGF-1 assay.
30773,IGF-1 correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,484740,468384,2,1,The type of post-measurement correction applied to the IGF-1 assay result.
30774,IGF-1 correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,484740,468384,2,1,The reason for applying a correction to the IGF-1 assay result.
30775,IGF-1 missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,26684,26595,2,1,The reason that a IGF-1 assay result is missing.
30776,IGF-1 reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,484746,468390,2,1,The reportability of aIGF-1 assay result. Absence of a value here means that a result has not been attempted.
30780,LDL direct,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,486544,470007,2,1,Measured by enzymatic protective selection analysis on a Beckman Coulter AU5800
30781,LDL direct assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491398,474085,2,1,The date on which the LDL direct assay was carried out.
30782,LDL direct aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491177,473876,2,1,The aliquout used for the LDL direct assay.
30783,LDL direct correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,486544,470007,2,1,The type of post-measurement correction applied to the LDL direct assay result.
30784,LDL direct correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,486544,470007,2,1,The reason for applying a correction to the LDL direct assay result.
30785,LDL direct missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24880,24801,2,1,The reason that a LDL direct assay result is missing.
30786,LDL direct reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,486551,470014,2,1,The reportability of aLDL direct assay result. Absence of a value here means that a result has not been attempted.
30790,Lipoprotein A,Continuous,NOT-ENCODED,nmol/L,Blood biochemistry,Primary,Accruing,,389863,377660,2,1,Measured by immunoturbidimetric analysis on a Randox AU5800. Values for Lipoprotein A that were outside the reportable range are available on request.
30791,Lipoprotein A assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,476754,460481,2,1,The date on which the Lipoprotein A assay was carried out.
30792,Lipoprotein A aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,476535,460274,2,1,The aliquout used for the Lipoprotein A assay.
30793,Lipoprotein A correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,389863,377660,2,1,The type of post-measurement correction applied to the Lipoprotein A assay result.
30794,Lipoprotein A correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,389863,377660,2,1,The reason for applying a correction to the Lipoprotein A assay result.
30795,Lipoprotein A missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,121561,118796,2,1,The reason that a Lipoprotein A assay result is missing.
30796,Lipoprotein A reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,472412,456851,2,1,The reportability of aLipoprotein A assay result. Absence of a value here means that a result has not been attempted.
30800,Oestradiol,Continuous,NOT-ENCODED,pmol/L,Blood biochemistry,Primary,Accruing,,78535,77714,2,1,Measured by two step competitive analysis on a Beckman Coulter Unicel Dxl 800
30801,Oestradiol assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,457597,442782,2,1,The date on which the Oestradiol assay was carried out.
30802,Oestradiol aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,457396,442591,2,1,The aliquout used for the Oestradiol assay.
30803,Oestradiol correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,78535,77714,2,1,The type of post-measurement correction applied to the Oestradiol assay result.
30804,Oestradiol correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,78535,77714,2,1,The reason for applying a correction to the Oestradiol assay result.
30805,Oestradiol missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,432889,417439,2,1,The reason that a Oestradiol assay result is missing.
30806,Oestradiol reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,454249,439803,2,1,The reportability of aOestradiol assay result. Absence of a value here means that a result has not been attempted.
30810,Phosphate,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,444901,431524,2,1,Measured by phophomolybdate complex analysis on a Beckman Coulter AU5800
30811,Phosphate assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491234,473913,2,1,The date on which the Phosphate assay was carried out.
30812,Phosphate aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491013,473704,2,1,The aliquout used for the Phosphate assay.
30813,Phosphate correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,444901,431524,2,1,The type of post-measurement correction applied to the Phosphate assay result.
30814,Phosphate correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,444901,431524,2,1,The reason for applying a correction to the Phosphate assay result.
30815,Phosphate missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,66523,66048,2,1,The reason that a Phosphate assay result is missing.
30816,Phosphate reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,444913,431536,2,1,The reportability of aPhosphate assay result. Absence of a value here means that a result has not been attempted.
30820,Rheumatoid factor,Continuous,NOT-ENCODED,IU/ml,Blood biochemistry,Primary,Accruing,,42998,41989,2,1,Measured by immunoturbidimetric analysis on a Beckman Coulter AU5800
30821,Rheumatoid factor assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491389,474036,2,1,The date on which the Rheumatoid factor assay was carried out.
30822,Rheumatoid factor aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491168,473827,2,1,The aliquout used for the Rheumatoid factor assay.
30823,Rheumatoid factor correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,42998,41989,2,1,The type of post-measurement correction applied to the Rheumatoid factor assay result.
30824,Rheumatoid factor correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,42998,41989,2,1,The reason for applying a correction to the Rheumatoid factor assay result.
30825,Rheumatoid factor missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,468426,451502,2,1,The reason that a Rheumatoid factor assay result is missing.
30826,Rheumatoid factor reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487497,470821,2,1,The reportability of aRheumatoid factor assay result. Absence of a value here means that a result has not been attempted.
30830,SHBG,Continuous,NOT-ENCODED,nmol/L,Blood biochemistry,Primary,Accruing,,441305,428175,2,1,Measured by two step sandwich immunoassay analysis on a Beckman Coulter Unicel Dxl 800
30831,SHBG assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,487284,470573,2,1,The date on which the SHBG assay was carried out.
30832,SHBG aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,487064,470365,2,1,The aliquout used for the SHBG assay.
30833,SHBG correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,441305,428175,2,1,The type of post-measurement correction applied to the SHBG assay result.
30834,SHBG correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,441305,428175,2,1,The reason for applying a correction to the SHBG assay result.
30835,SHBG missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,70119,69585,2,1,The reason that a SHBG assay result is missing.
30836,SHBG reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,442060,428903,2,1,The reportability of aSHBG assay result. Absence of a value here means that a result has not been attempted.
30840,Total bilirubin,Continuous,NOT-ENCODED,umol/L,Blood biochemistry,Primary,Accruing,,485336,468885,2,1,Measured by photometric colour analysis on a Beckman Coulter AU5800
30841,Total bilirubin assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491869,474521,2,1,The date on which the Total bilirubin assay was carried out.
30842,Total bilirubin aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491648,474312,2,1,The aliquout used for the Total bilirubin assay.
30843,Total bilirubin correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,485336,468885,2,1,The type of post-measurement correction applied to the Total bilirubin assay result.
30844,Total bilirubin correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,485336,468885,2,1,The reason for applying a correction to the Total bilirubin assay result.
30845,Total bilirubin missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,26088,26006,2,1,The reason that a Total bilirubin assay result is missing.
30846,Total bilirubin reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,485354,468903,2,1,The reportability of aTotal bilirubin assay result. Absence of a value here means that a result has not been attempted.
30850,Testosterone,Continuous,NOT-ENCODED,nmol/L,Blood biochemistry,Primary,Accruing,,441248,427061,2,1,Measured by one step competitive analysis on a Beckman Coulter Unicel Dxl 800
30851,Testosterone assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,487425,470726,2,1,The date on which the Testosterone assay was carried out.
30852,Testosterone aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,487203,470514,2,1,The aliquout used for the Testosterone assay.
30853,Testosterone correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,441248,427061,2,1,The type of post-measurement correction applied to the Testosterone assay result.
30854,Testosterone correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,441248,427061,2,1,The reason for applying a correction to the Testosterone assay result.
30855,Testosterone missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,70176,69060,2,1,The reason that a Testosterone assay result is missing.
30856,Testosterone reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,483250,467042,2,1,The reportability of aTestosterone assay result. Absence of a value here means that a result has not been attempted.
30860,Total protein,Continuous,NOT-ENCODED,g/L,Blood biochemistry,Primary,Accruing,,445289,431870,2,1,Measured by biuret analysis on a Beckman Coulter AU5800
30861,Total protein assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491709,474362,2,1,The date on which the Total protein assay was carried out.
30862,Total protein aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491488,474153,2,1,The aliquout used for the Total protein assay.
30863,Total protein correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,445289,431870,2,1,The type of post-measurement correction applied to the Total protein assay result.
30864,Total protein correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,445289,431870,2,1,The reason for applying a correction to the Total protein assay result.
30865,Total protein missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,66135,65662,2,1,The reason that a Total protein assay result is missing.
30866,Total protein reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,445306,431887,2,1,The reportability of aTotal protein assay result. Absence of a value here means that a result has not been attempted.
30870,Triglycerides,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,487059,470475,2,1,Measured by GPO-POD analysis on a Beckman Coulter AU5800
30871,Triglycerides assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491889,474536,2,1,The date on which the Triglycerides assay was carried out.
30872,Triglycerides aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491668,474327,2,1,The aliquout used for the Triglycerides assay.
30873,Triglycerides correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487059,470475,2,1,The type of post-measurement correction applied to the Triglycerides assay result.
30874,Triglycerides correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487059,470475,2,1,The reason for applying a correction to the Triglycerides assay result.
30875,Triglycerides missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24365,24290,2,1,The reason that a Triglycerides assay result is missing.
30876,Triglycerides reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487201,470614,2,1,The reportability of aTriglycerides assay result. Absence of a value here means that a result has not been attempted.
30880,Urate,Continuous,NOT-ENCODED,umol/L,Blood biochemistry,Primary,Accruing,,486855,470296,2,1,Measured by uricase PAP analysis on a Beckman Coulter AU5800
30881,Urate assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491703,474371,2,1,The date on which the Urate assay was carried out.
30882,Urate aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491482,474162,2,1,The aliquout used for the Urate assay.
30883,Urate correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,486855,470296,2,1,The type of post-measurement correction applied to the Urate assay result.
30884,Urate correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,486855,470296,2,1,The reason for applying a correction to the Urate assay result.
30885,Urate missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24569,24495,2,1,The reason that a Urate assay result is missing.
30886,Urate reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,486990,470427,2,1,The reportability of aUrate assay result. Absence of a value here means that a result has not been attempted.
30890,Vitamin D,Continuous,NOT-ENCODED,nmol/L,Blood biochemistry,Primary,Accruing,,465389,449953,2,1,Measured by CLIA analysis on a DiaSorin Ltd. LIASON XL
30891,Vitamin D assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491925,474566,2,1,The date on which the Vitamin D assay was carried out.
30892,Vitamin D aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491703,474356,2,1,The aliquout used for the Vitamin D assay.
30893,Vitamin D correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,465389,449953,2,1,The type of post-measurement correction applied to the Vitamin D assay result.
30894,Vitamin D correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,465389,449953,2,1,The reason for applying a correction to the Vitamin D assay result.
30895,Vitamin D missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,46035,45590,2,1,The reason that a Vitamin D assay result is missing.
30896,Vitamin D reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,468046,452517,2,1,The reportability of aVitamin D assay result. Absence of a value here means that a result has not been attempted.
30897,Estimated sample dilution factor,Continuous,NOT-ENCODED,factor,Blood biochemistry processing,Auxiliary,Accruing,,485036,468486,2,1,Average estimated dilution factor across assays.
40000,Date of death,Date,NOT-ENCODED,,Death register,Primary,Accruing,,30263,30203,2,1,Date of death.<p>Acquired from central registry.
40001,Underlying (primary) cause of death: ICD10,Categorical (single),ICD10,,Death register,Primary,Accruing,19154,30253,30193,2,1,Underlying/primary cause of death reported for participant. Note that this may not match the text value in ~F40010~ due to transcription errors at source. <p>Acquired from central registry.
40002,Contributory (secondary) causes of death: ICD10,Categorical (single),ICD10,,Death register,Primary,Accruing,19154,42995,19373,2,15,"Contributory/secondary causes of death reported for participant. There may be zero, one or many.<p>Acquired from central registry."
40005,Date of cancer diagnosis,Date,NOT-ENCODED,,Cancer register,Primary,Accruing,,118715,89766,17,1,"Date of cancer diagnosis, acquired from central registry. <p>Note that data from the most recent 12-18 months is still accruing (i.e. it is not complete). <p> The events/dates are indexed in the order in which they are received and processed by UK Biobank rather than in their own chronological order."
40006,Type of cancer: ICD10,Categorical (single),ICD10,,Cancer register,Primary,Accruing,19154,103466,84723,17,1,"The ICD-10 code for the type of cancer.<p>Acquired from central registry.<p>The ICD-10 tree displayed on this page includes all cancer records for each UK Biobank participant (for which there may be multiple ICD codes). For more information on the first diagnosed cancer in each participant, please refer to ~L100092~."
40007,Age at death,Continuous,NOT-ENCODED,years,Death register,Derived,Accruing,,30263,30203,2,1,Age calculated as interval between Date of Birth and Death.
40008,Age at cancer diagnosis,Continuous,NOT-ENCODED,,Cancer register,Derived,Accruing,,118715,89766,17,1,Age calculated as interval between Dates of Birth and Cancer diagnosis.
40009,Reported occurrences of cancer,Integer,NOT-ENCODED,,Cancer register,Derived,Ongoing,,89766,89766,1,1,This is the number of reports of cancer received from UK National registries. Participants who have never been reported as having cancer do not contribute to this field unless a report was received then subsequently withdrawn.
40010,Description of cause of death,Compound,NOT-ENCODED,,Death register,Primary,Accruing,,17147,17147,1,1,"Underlying/primary cause of death reported for participant - text description. This is the cause of death (entered as free-text) from the Medical Certificate of Cause of Death (MCCD). The data-field reveals the sequence leading to death, underlying cause and contributory causes that led to subsequent death. It is composed of the following sections: <ul> <li>I(a) is free-text description stored in the I(a) section on the death certificate;</li> <li>I(b) is free-text description stored in the I(b) section on the death certificate;</li> <li>I(c) is free-text description stored in the I(c) section on the death certificate;</li> <li>I(d) is free-text description stored in the I(d) section on the death certificate (populated for Scottish deaths only);</li> <li>II is free-text description stored in the II section on the death certificate;</li> <li>Verdict given (where present) - information from post mortem investigation and/or results of investigations initiated ante mortem.</li> </ul> <p> Note that this may not match the coded values in ~F40001~ and ~F40002~ due to transcription errors at source. The content has also been manually cleaned to remove any information which might be used towards identifying the subject."
40011,Histology of cancer tumour,Categorical (single),Tumour Histology,,Cancer register,Primary,Accruing,682,113834,89177,17,1,"This is a numeric code relating to the histology of the tumour, provided by the cancer registry"
40012,Behaviour of cancer tumour,Categorical (single),Tumour behaviour,,Cancer register,Primary,Accruing,8,114009,89269,17,1,"This is a numeric code relating to the behaviour of the tumour, provided by the cancer registry"
40013,Type of cancer: ICD9,Categorical (single),ICD9,,Cancer register,Primary,Accruing,13710,15241,11222,15,1,The ICD9 code for the type of cancer.<p>Acquired from central registry.
40014,Underlying (primary) cause of death: ICD10 addendum,Text,NOT-ENCODED,,Death register,Primary,Accruing,,-1,-1,1,1,Supplementary flag relating to underlying/primary cause of death reported for participant.<p>Acquired from central registry.
40015,Contributory (secondary) cause of death: ICD10 addendum,Text,NOT-ENCODED,,Death register,Primary,Accruing,,-1,-1,1,1,Supplementary flag relating to contributory/secondary cause of death reported for participant.<p>Acquired from central registry.
40016,Type of cancer: ICD10 addendum,Text,NOT-ENCODED,,Cancer register,Primary,Accruing,,-1,-1,1,1,"Supplementary flag relating to the ICD10 code for the type of cancer. <p>Addendum data consists of special characters affixed to the ICD code, encoded with ~C41~. <p>Acquired from central registry."
40017,Type of cancer: ICD9 addendum,Text,NOT-ENCODED,,Cancer register,Primary,Accruing,,-1,-1,1,1,Supplementary flag relating to the ICD9 code for the type of cancer.<p>Acquired from central registry.
40018,Death record format,Categorical (single),Death information source,,Death register,Primary,Ongoing,6,30263,30203,2,1,Indicates the format of the data in which the original death record was supplied to UK Biobank.
40019,Cancer record format,Categorical (single),Cancer information source,,Cancer register,Auxiliary,Ongoing,5,118822,89808,17,1,Indicates the format of the data in which the original cancer record was supplied to UK Biobank.
40020,Death record origin,Categorical (single),Record providence,,Death register,Primary,Accruing,6,30263,30203,2,1,Indicates the origin of the data in which the original death record was supplied to UK Biobank.
40021,Cancer record origin,Categorical (single),Record providence,,Cancer register,Primary,Updateable,6,118822,89808,17,1,Indicates the origin of the data in which the original cancer record was supplied to UK Biobank.
